,smiles_huckel_DFT_xyz
12746,c1cc2-c3nc4ccccc4[n-]3->[Ir+3]345(<-[c-]2c(-c2nc6ccccc6[n-]->32)c1)<-n1ccccc1-c1cccc(-c2ccccn->42)n->51
12747,[O+]#[C-]->[Mo](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-P(CO)(CO)c1ccccc1
12749,[I-]->[Au+](<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12750,Brc1ccc2[O-]->[Co+3]345(<-[O-]c6ccc(Br)cc6C=N->3Cc3ccccn->43)<-N(=Cc2c1)Cc1ccccn->51
12751,Cc1ccc(C#N->[Au+3](<-[Cl-])(<-[Cl-])<-[Cl-])cc1
12753,CN1(C)CCN2=Cc3ccccn3->[Zn+2]<-2<-1(<-[Cl-])<-[Cl-]
12754,S=C=[N-]->[Fe+2]12(<-[N-]=C=S)(<-n3ccccc3N(c3nc(Cl)nc(Cl)n3)c3ccccn->13)<-n1ccccc1N(c1nc(Cl)nc(Cl)n1)c1ccccn->21
12755,CN1(C)CCN2=Cc3c([O-]->[Ni+2]<-2<-1<-[N-2][N+]#N)ccc1ccccc31
12756,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]c2cccc3cccn->1c23)<-n1cc[nH]c1-c1ccccc1
12757,CC(C)(C)N1[O-]->[Ni+4]2(<-[Cl-])(<-[Cl-])(<-[O-]N(c3ccc(-c4ccccc4)cn->23)C(C)(C)C)<-n2cc(-c3ccccc3)ccc21
12759,CC(=O)[O-]->[Pd+2]12<-[c-]3c(C(C)c4ccccn->14)cccc3C(C)c1ccccn->21
12760,CC(=O)[O-]->[Pd+2]12<-[c-]3c(C(=O)c4ccccn->14)cccc3C(=O)c1ccccn->21
12761,C[C-]1=C2CCC2=[C-](C)->[Zr+4]<-123456789(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91
12762,O=C1[O-]->[Os+6](<-[O-2])(<-[O-2])(<-[O-]c2ccccc21)(<-n1ccccc1)<-n1ccccc1
12763,O=[N+]([O-])c1ccc(C2=NN3=Cc4cccc(Br)c4[O-]->[V+5]<-34(<-[O-2])(<-O=C(N[O-]->4)c3ccccc3)<-[O-]2)cc1
12764,CO.Cc1cccc(C2=NN3->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]2)<-[O-]c2ccccc2C=3)c1O
12765,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]C(=NN->1=Cc1cccc(Br)c1[O-]->2)c1ccc(O)cc1
12766,CCCC1c2ccccn2->[Fe+2]234(<-[O-]C(=NN->2=1)c1ccccc1O)<-[O-]C(=NN->3=C(CCC)c1ccccn->41)c1ccccc1O
12767,COc1cc[n+]([N-2]->[W+4](<-[Br-])(<-[Br-])(<-P(C)(C)c2ccccc2)(<-P(C)(C)c2ccccc2)<-P(C)(C)c2ccccc2)cc1
12768,COc1cc[n+]([N-2]->[W+4](<-[Cl-])(<-[Cl-])(<-[C-]#[O+])(<-P(C)(C)c2ccccc2)<-P(C)(C)c2ccccc2)cc1
12769,[CH3-]->[Pt+4]1(<-[CH3-])(<-[I-])(<-[I-])<-n2ccccc2CN->1c1cccc(O)c1
12770,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-N=c8c9cn(C)nc9ncn8N->3)<-c(c->41)c->5(C)c->6c->72
12771,[CH3-]->[Pt+4]1(<-[CH3-])(<-[I-])(<-[I-])<-n2ccccc2CN->1c1ccc(O)cc1
12772,O.[O-2]->[Mo+6]12(<-[O-2])<-[O-]c3ccc(Br)cc3C=N->1N=C(NN=Cc1cc(Br)ccc1O)[N-]->2N=Cc1cc(Br)ccc1O
12773,O=c1cccc2-c3ccccn3->[Ru+2]34(<-[C-]#[O+])(<-n5ccccc5-c5cccc(-c6ccccn->36)n->45)<-[n-]21
12777,CP(C)(C)->[Ru+2]1(<-[O-]C(=O)c2cccc[c-]->12)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
12778,[CH3-]->[Ir+3](<-[CH3-])(<-[C-]#[O+])(<-[C-]#[O+])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12779,C=C(C)C(=O)[O-]->[Ru+2](<-[O-]C(=O)C(=C)C)(<-P(C)(C)C)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
12780,CC1=[CH-]->[Ru+2](<-[O-]C1=O)(<-P(C)(C)C)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
12781,[Cl-]->[Ti+4]12345678(<-[Cl-])(<-c9c->1c->21[c-]->3(c->49)C2CCC1C2)<-c1c->5c->62[c-]->7(c->81)C1CCC2C1
12782,[Cl-]->[Zr+4]12345678(<-[Cl-])(<-c9c->1c->21[c-]->3(c->49)C2CCC1C2)<-c1c->5c->62[c-]->7(c->81)C1CCC2C1
12783,[Cl-]->[Pt+2](<-[Cl-])(<-[CH2-][n+]1ccccc1)<-n1ccccc1
12784,O=C([O-]->[Mo+4]12345678(<-[O-]C(=O)c9ccccc9)(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81)c1ccccc1
12785,Cc12->[Ru+2]3456(<-c(c->3[cH-]->41)c->52)(<-n1ccccc1-c1ccccn->61)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12786,Cc1ccn2->[Ru+2]3456(<-c7c->3[cH-]->4c->5(C)c->67)(<-n3ccc(C)cc3-c2c1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12787,Cc12->[Ru+2]3456(<-c(c->3[cH-]->41)c->52)(<-n1ccc(CO)cc1-c1cc(CO)ccn->61)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12788,CCN(CC)C12=S->[Mo+4]<-134(<-[S-2])(<-[S-]2)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->31)n1c(C)cc(C)n->41
12789,COC(=O)C1=C(C(=O)OC)->[Pt+2]<-12(<-[Br-])(<-[Se-]c1ccccc1)<-n1c(C)ccc3ccc4ccc(C)n->2c4c31
12790,COC(=O)C1=C(C(=O)OC)->[Pt+2]<-12(<-[I-])(<-[Se-]c1ccccc1)<-n1c(C)ccc3ccc4ccc(C)n->2c4c31
12791,O->[Zn+2](<-[Cl-])(<-[Cl-])<-n1cc(-c2ccccc2)oc1-c1ccc(-c2ncc(-c3ccccc3)o2)cc1
12792,CC(C)P(C(C)C)(C(C)C)->[Rh+3]1234(<-[O-]C(=O)C(F)(F)F)(<-[C-](=Cc5ccccc5)c5ccccc5)<-c5c->1c->2[cH-]->3c->45
12793,CP1CP(C)(C)->[Ni]2(<-P(C)(C)C1)<-P(C)(C)CP(C)CP->2(C)C
12795,O=C(O)c1[nH]cn2->[Cd+2]3(<-O)(<-O)(<-[O-]C(=O)c12)<-[O-]C(=O)c1c(C(=O)O)[nH]cn->31
12796,CN12Cc3cccc(Br)n3->[Fe+2]<-1(<-[Cl-])(<-[Cl-])<-n1c(Br)cccc1C2
12797,CS1c2ccccc2N2=Nc3c([O-]->[Co+3]<-2<-145<-[O-]c1ccc2ccccc2c1N=N->4c1ccccc1[S-]->5)ccc1ccccc31
12798,CC(C)(C)c1ccn2->[Cu+](<-[S-]C(F)(F)F)<-n3ccc(C(C)(C)C)cc3-c2c1
12799,Cc1ccccc1S(C)->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)c1ccccc1C
12801,CC1c2ccccc2-c2c(-c3ccccc3)c3cc([N+](=O)[O-])ccc3c3[O-]->[Rh+3]4567(<-[C-]=1c1ccccc1)(<-n23)<-c1(C)c->4(C)c->5(C)[c-]->6(C)c->71C
12802,CN1Cc2c3ccccc3cc3cccc4->[Ag+]<-156(<-c1cccc7cc8ccccc8c(CN->5C)c->671)<-c234
12803,CC(C)c1cccc(C(C)C)c1[O-]->[V+3]12(<-[S-]CCO->1CC[S-]->2)<-n1ccccc1
12805,C=CCN1=Cc2ccccc2[O-]->[Re+5]<-1(<-[O-2])(<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12812,CC(C)(C)c12->[Zr+4]3456789%10(<-[Cl-])(<-[Cl-])<-c1c->3(C(C)(C)C)[c-]->4([Si](C)(C)[c-]->51c->6c->7(C(C)(C)C)c->8c->91C(C)(C)C)c->%102
12814,CC(C)P1(OCCN(CCOP(C(C)C)(C(C)C)->[Re+]<-1(<-[Br-])(<-[C-]#[O+])<-[C-]#[O+])Cc1ccccc1)C(C)C
12815,CC(C)P1(OCCN2CCOP(C(C)C)(C(C)C)->[Mn+]<-2<-1(<-[Br-])(<-[C-]#[O+])<-[C-]#[O+])C(C)C
12816,CC(C)(C)P(Cl)(Cl)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
12817,CC(C)(C)C1OP1(C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
12818,CC(C)(C)C1OP(Cl)OP1(C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
12819,Cc1cc(C)c(N2=Cc3cccc(C(C)(C)C)c3[O-]->[Ti+4]<-2(<-[Cl-])(<-[Cl-])<-[Cl-])c(C)c1
12820,Cc1cc(C)c(N2=Cc3cccc(C(C)(C)C)c3[O-]->[Ti+4]<-2(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O2CCCC2)c(C)c1
12821,c1ccc2[O-]->[Pd+2]34<-[O-]c5cccccc5=N->3CCCCCCCCCCN->4=c2cc1
12822,CC(C)(C)c1cccc2C=N(c3c(F)c(F)c(F)c(F)c3F)->[Ti+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[O-]c21)<-O1CCCC1
12823,c1ccc2[O-]->[Pd+2]34<-[O-]c5cccccc5=N->3CCCCCCCCCCCN->4=c2cc1
12824,CC(C)c1cccc(C(C)C)c1N1=Cc2cccc(C(C)(C)C)c2[O-]->[Zr+4]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O1CCCC1
12825,COc1cccc2C=N3CCO->[Co+3]<-345(<-[O-]c21)<-[O-]c1c(C=N->4CCO->5)cccc1OC
12826,c1ccc2[O-]->[Pd+2]34<-[O-]c5cccccc5=N->3CCCCCCCCCCCCN->4=c2cc1
12827,CC(C)(C)c1cccc2C=N(c3c(F)c(F)c(F)c(F)c3F)->[Zr+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[O-]c21)<-O1CCCC1
12828,CC(C)(C)C1=CC=CC2=C[O-]->[Ti+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-O=C21)<-O1CCCC1
12829,CP(C)(C)->[ReH](<-P(C)(C)C)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
12830,CP1(C)CCP(C)(C)->[ReH]<-12(<-P(C)(C)CCP->2(C)C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12831,[O+]#[C-]->[Ir+]12(<-[C-]#[O+])(<-C3=C->1CC[CH-]->2CCC3)<-[As](c1ccccc1)(c1ccccc1)c1ccccc1
12833,CC(C)NC(NC(C)C)=N(c1ccc(I)cc1F)->[Pd+2](<-[Cl-])(<-[Cl-])<-N(=C(NC(C)C)NC(C)C)c1ccc(I)cc1F
12834,CC(C)NC(NC(C)C)=N(c1ccc2c(c1)OCO2)->[Pd+2](<-[Cl-])(<-[Cl-])<-N(=C(NC(C)C)NC(C)C)c1ccc2c(c1)OCO2
12835,COc1ccc(N(=C(NC(C)C)NC(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-N(=C(NC(C)C)NC(C)C)c2ccc(OC)cc2)cc1
12836,CO.CO.O=C1Cc2c[nH]cn2->[Ni+2]2(<-[O-]1)<-[O-]C(=O)Cc1c[nH]cn->21
12838,[Cl-]->[Co+3]123(<-[Cl-])<-NCCN->1CCN->2CCN->3
12839,CN(C)C(=NC#N->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])N(C)C
12840,CC(C)(C)N1CCOP(c2ccccc2)(->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])OCC1
12842,CC(C)OC(=Nc1ccccc1)[S-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12843,CN1(C)[O-]->[Mo+6]<-12(<-[O-2])(<-[O-2])<-[O-]N->2(C)C
12844,CC(C)(C)[Si](C=[C-](->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
12845,CC(C)P1(C[Si](C)(C)N2[Si](C)(C)CP(C(C)C)(C(C)C)->[RhH2+]<-2<-1<-[I-])C(C)C
12846,C[Si]1(C)CP(c2ccccc2)(c2ccccc2)->[IrH2+]2(<-[Cl-])<-N1[Si](C)(C)CP->2(c1ccccc1)c1ccccc1
12847,CP(c1ccccc1)(c1ccccc1)->[W+4](<-[O-2])(<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-P(C)(c1ccccc1)c1ccccc1
12848,COC1=N->[Mn+3]2(<-[Cl-])(<-N=C(OC)c3ccccc3[O-]->2)<-[O-]c2ccccc21
12849,[O-2]->[W+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-N=C2C=CC=CC2=C(O)[O-]->1
12850,O=C1C=N(O)->[Zn+2]2(<-O)(<-O)(<-[O-]1)<-[O-]C(=O)C=N->2O
12851,CON1=CC(=O)[O-]->[Zn+2]<-12(<-O)(<-O)<-[O-]C(=O)C=N->2OC
12852,CC(C)C1COC2c3cccc4C5=N(->[Ru+2](<-[Cl-])(<-[Cl-])(<-N=21)(<-n34)<-P12CN3CN(CN(C3)C1)C2)C(C(C)C)CO5
12855,c1ccc(P(c2ccccc2)(c2ccccc2)->[Ru+2]23456(<-NCc7ccccn->27)<-c2c->3c->4[cH-]->5c->62)cc1
12857,CC(C)N1Cc2ccccn2->[Ru+2]<-12345(<-c1c->2c->3[cH-]->4c->51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12858,CC(C)CCN1Cc2ccccn2->[Ru+2]<-12345(<-c1c->2c->3[cH-]->4c->51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12859,c1ccc(CN2Cc3ccccn3->[Ru+2]<-23456(<-c2c->3c->4[cH-]->5c->62)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
12860,CC(C)N1=Cc2ccccn2->[Ru+2]<-12345(<-c1c->2c->3[cH-]->4c->51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12861,Cc1cc(C(C)(C)C)n2->[Ni+2]3(<-[Cl-])<-n4c(C(C)(C)C)cc(C)n4[BH-](n12)n1c(C)cc(C(C)(C)C)n->31
12862,Brc1ccc2[O-]->[Zn+2]34(<-[O-]c5ccc(Br)cc5C=N->3C3CCCCC3N->4=Cc2c1)<-n1ccccc1
12863,Clc1ccc2[O-]->[Zn+2]34(<-[O-]c5ccc(Cl)cc5C=N->3C3CCCCC3N->4=Cc2c1)<-n1ccccc1
12864,OC(c1ccccc1)(c1ccccc1)c1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccc(C(O)(c3ccccc3)c3ccccc3)cc2)cc1
12865,OC(c1ccccc1)(c1ccccc1)c1ccn(->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccc(C(O)(c3ccccc3)c3ccccc3)cc2)cc1
12866,CCCN1Cc2ccccn2->[Ru+2]<-12345(<-c1c->2c->3[cH-]->4c->51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12867,CCCCN1Cc2ccccn2->[Ru+2]<-12345(<-c1c->2c->3[cH-]->4c->51)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12868,CC(=O)[O-]->[Pd+2](<-[O-]C(C)=O)(<-n1ccc(C(O)(c2ccccc2)c2ccccc2)cc1)<-n1ccc(C(O)(c2ccccc2)c2ccccc2)cc1
12869,CC(=O)[O-]->[Pd+2](<-[O-]C(C)=O)(<-n1ccc(C(O)(c2ccccc2)c2ccccc2)cc1)<-n1ccc(C(O)(c2ccccc2)c2ccccc2)cc1
12870,C(#[C-]->[Pt+2]1(<-[C-]#Cc2ccccc2)<-n2cccnc2-c2ncccn->12)c1ccccc1
12871,FC(F)(F)c1ccc(C#[C-]->[Pt+2]2(<-[C-]#Cc3ccc(C(F)(F)F)cc3)<-n3cccnc3-c3ncccn->23)cc1
12872,Cc1cc(C)n2c1C(=C1C3c4ccccn4->[Pt+2](<-[Cl-])(<-[Cl-])<-N=3c3cccc[n+]31)c1c(C)cc(C)n1[B-]2(F)F
12873,Cc1cc(C)n2c1C(=C1C3c4ccccn4->[Zn+2](<-[Br-])(<-[Br-])<-N=3c3cccc[n+]31)c1c(C)cc(C)n1[B-]2(F)F
12874,CC(=O)[O-]->[Pt+2]1(<-[c-]2ccccc2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12875,O=[N+]([O-])[O-]->[Pt+2]1(<-[c-]2ccccc2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12877,CC#N->[Pt+2]1(<-[c-]2ccccc2-c2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12878,CC(C)=[N+]1[O-]->[Zr+4]23456789(<-[Cl-])(<-[O-]1)(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91
12879,CC(C)N1=C(N([Si](C)(C)C)[Si](C)(C)C)[N-](C(C)C)->[Ti+4]<-1(<-[Cl-])(<-[N-](C)C)<-[N-](C)C
12880,[Cl-]->[Zn+2]12(<-n3cc[nH]c3-c3[nH]ccn->13)<-n1cc[nH]c1-c1[nH]ccn->21
12881,NC1[NH-]->[Pt+2](<-S=1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12882,[O+]#[C-]->[Mn+]12(<-[C-]#[O+])(<-[C-]#[O+])<-n3ccccc3CN->1CCS->2Cc1ccccc1
12883,CC1=C->[Ir+]<-123<-[CH-](CCP->2(C(C)(C)C)C(C)(C)C)CCP->3(C(C)(C)C)C(C)(C)C
12884,CC(C)(C)P1(CC[CH-]2CCP(C(C)(C)C)(C(C)(C)C)->[IrH+2]<-2<-1<-[NH2-])C(C)(C)C
12885,Cc1c(C)c(C)[c-](C)(->[TaH+4]2(<-[N-2]N(C)C)<-N(=C(N(C)C)[N-]->2C(C)C)C(C)C)c1C
12887,CC1(C)C[N-]2->[Zr+4]345(<-[N-](CCO->3CC2)C1)<-[N-]1CCO->4CC[N-]->5CC(C)(C)C1
12889,C[Si]1(C)C[As]2(c3ccccc3)->[Zr+4]34(<-[I-])(<-[I-])<-[N-]1[Si](C)(C)C[As]->3(c1ccccc1)C[Si](C)(C)[N-]->4[Si](C)(C)C2
12890,C[Si]1(C)C[As]2(c3ccccc3)->[Ti+4]34(<-[Cl-])(<-[Cl-])<-[N-]1[Si](C)(C)C[As]->3(c1ccccc1)C[Si](C)(C)[N-]->4[Si](C)(C)C2
12891,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3cccnc3)=NN->1=Cc1ccccc1[O-]->2
12896,CC(C)C1CSC2c3ccccc3[O-]->[Ir+3]34(<-[c-]5ccccc5-c5oc6ccc(CO)cc6n->35)(<-[c-]3ccccc3-c3oc5ccc(CO)cc5n->43)<-N=21
12897,CC(C)P1(c2ccccc2-c2ccc3-c4ccccc4P(C(C)C)(C(C)C)->[Mo+4]<-14(<-[N-3])(<-[N-2][N+]#N)<-c2c->43)C(C)C
12898,C[Si]1(C)[c-]23->[Zr+4]456789%10(<-[Cl-])(<-[Cl-])(<-c(c->42-c2ccccc2)c->52ccccc->623)<-c2c->7(-c3ccccc3)[c-]->81c->91ccccc->%1021
12899,CC(C)P1(c2ccccc2-c2ccc3-c4ccccc4P(C(C)C)(C(C)C)->[Mo+4]<-14(<-[N-3])(<-[C-]#[O+])(<-[O-]S(=O)(=O)C(F)(F)F)<-c2c->43)C(C)C
12900,CC(C)P(C(C)C)(C(C)C)->[IrH+2](<-[Cl-])(<-[c-]1ccccc1)<-P(C(C)C)(C(C)C)C(C)C
12902,CN12->[Ag+]345<-n6c(ccc7ccc8ccc(n->3c8c76)CS->4CC1)CS->5CC2
12903,C[N-]1N(C)(C)->[Ti+4]<-12345(<-[Cl-])(<-[Cl-])<-c1c->2c->3[cH-]->4c->51
12904,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[Ru+2]<-1(<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+])C(C)(C)C
12906,CC#N->[Ru+2]1(<-[Cl-])(<-[Cl-])(<-[C-]#[O+])<-P(CCP->1(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C
12907,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[RuH+]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(C)(C)C
12908,CP(C)(C)->[WH+](<-[N-]=O)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
12909,CP(C)(C)->[W+2](<-[N-]=O)(<-[O-]C(c1ccccc1)c1ccccc1)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C
12910,CP(C)(C)->[WH+3]1(<-[N-]=O)(<-[c-]2cccc3cccc([N-]->1Cc1ccccc1)c32)(<-P(C)(C)C)<-P(C)(C)C
12913,CC(C)P(C)(C(C)C)->[RuH2+2]1234(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-[Si-](C)(C)Cl
12914,CC(C)P(C(C)C)(C(C)C)->[RuH2+2]1234(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-[Si-](C)(Cl)Cl
12915,CC(C)P(C)(C)->[RuH2+2]1234(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-[Si-](C)(Cl)Cl
12916,CC(C)P(C)(C(C)C)->[RuH+3]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-[Si-](Cl)(Cl)Cl
12917,CC(C)P(C)(C)->[RuH+3]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-[Si-](Cl)(Cl)Cl
12919,Cc12->[RuH+3]345(<-[Cl-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)(<-[Si-](Cl)(Cl)Cl)<-P(C)(C)c1ccccc1
12921,CC(C)P(C(C)C)(C(C)C)->[RuH2+2]1234(<-[SiH3-])<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C
12922,Cc1cc(C)n2->[Mo+4]3(<-[N-]=O)(<-[NH-]c4ccccn4)(<-[NH-]c4ccccn4)<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31
12928,CCOC1=CP(c2ccccc2)(c2ccccc2)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C]1N
12931,Cc1ccc([CH2-]->[Fe+2]2(<-[CH2-]c3ccc(C)cc3)<-P(CCP->2(C(C)C)C(C)C)(C(C)C)C(C)C)cc1
12937,COC(=O)c1cc2OP(C(C)C)(C(C)C)->[Ni+2]3(<-[Cl-])<-[c-]2c(OP->3(C(C)C)C(C)C)c1
12939,COc1cc2OP(C(C)C)(C(C)C)->[Ni+2]3(<-[Cl-])<-[c-]2c(OP->3(C(C)C)C(C)C)c1
12940,CC(C)P1(Oc2c(C(C)(C)C)cc(C(C)(C)C)c3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[Cl-])<-[c-]23)C(C)C
12944,O=C(O)c1cc(C(=O)O)cc(C(=O)[O-]->[Zn+2]234(<-[O-]C(=O)c5cc(C(=O)O)cc(C(=O)O)c5)<-N5CCCN->2CCN->3CCCN->4CC5)c1
12945,CS(C)(=O)->[Ru+2]123(<-[Cl-])<-n4ccccc4CN->1(Cc1ccccn->21)Cc1cccc(NC(=O)c2cccc4ccccc24)n->31
12946,O=C1[O-]->[Pd+2]2(<-[C]3N(c4ccccc4)C=CN3C(c3ccccc3)c3ccccn->23)<-N2CCCC12
12947,CN1c2ccccc2N2C(c3ccccc3)c3ccccn3->[Pd+2]3(<-NC(Cc4ccccc4)C(=O)[O-]->3)<-[C]12
12948,CN1c2ccccc2N2C(c3ccccc3)c3ccccn3->[Pd+2](<-[Cl-])(<-[Cl-])<-[C]12
12949,[Cl-]->[Pd+2]1(<-[Cl-])<-[C]2N(c3ccccc3)C=CN2C(c2ccccc2)c2ccccn->12
12950,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[O-]C(C)(C)C)c(C)c1
12951,Cc1cc(C)c(N2CCCCN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[c-]2c(C)cc(C)cc2C)c(C)c1
12952,Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[C-](=Cc2ccccc2)c2ccccc2)c(C)c1
12953,Cc12->[Fe+2]34567(<-S8CCS->3C3CCCCC3S->4CC8)<-c1(C)c->5(C)[c-]->6(C)c->72C
12954,C=C(C)C1CS2->[Fe+2]34567(<-S(CC2)CCS->31)<-c1(C)c->4(C)c->5(C)[c-]->6(C)c->71C
12955,CC(C)P1(CCN2CCP(C(C)C)(C(C)C)->[Mo]<-2<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(C)C
12957,C[Si](C)(C)CS1[S-]->[W+4]<-12345(<-[CH2-][Si](C)(C)C)(<-[N-]=O)<-c1c->2c->3[cH-]->4c->51
12958,CC(C)(C)C(=O)O[c-]12->[Re+]345(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c6(c->3(c->41-c1ccccc1)CCCC6)c->52-c1ccccc1
12959,Cc12->[Fe+2]34567(<-S8CCS->3CC(c3ccccc3)S->4CC8)<-c1(C)c->5(C)[c-]->6(C)c->72C
12960,CN12->[Pt+2]3(<-[I-])<-[c-]4c(cccc4CN->3(C)CCCCCCCCCC1)C2
12963,CC(C)c1cccc(C(C)C)c1N1CCCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[O-]C(C)(C)C
12964,CC(C)(C)c1cc(C(C)(C)C)c(P=[P-]->[Fe+2]2345(<-[C-]#[O+])(<-[C-]#[O+])<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(C(C)(C)C)c1
12966,COc1cc[c-](->[Hg+2]<-[Br-])cc1
12967,CC#N->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(=Cc2ccccn->12)c1cccc2ccccc12
12968,CC1=NN2=C(C)c3ccccc3[O-]->[V+5]<-23(<-[O-2])(<-[O-]1)<-[O-]c1cccc2cccn->3c12
12969,[I-]->[Pd+2](<-[I-])(<-P12CN3CN(CN(C3)C1)C2)<-P12CN3CN(CN(C3)C1)C2
12971,Cc1ccccn1->[Ag+](<-n1ccccc1C)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
12972,[Cl-]->[Ti+4]12(<-[Cl-])(<-N(c3ccccc3)=c3cccc[n-]->13)<-N(c1ccccc1)=c1cccc[n-]->21
12973,[Cl-]->[Au+3]1(<-[Cl-])<-[c-]2ccccc2Oc2ccccn->12
